,2,3,4,14,8,9,10,11,12,20,21,22,23,24,30,31,34,35,36,40,41,42,43,44,45
2018-08-31,,1.0,,,,1.0,1.0,,,1.0,,,,,,1.0,1.0,1.0,,,1.0,,,1.0,
2018-09-01,,,,,,1.0,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,,,,1.0,
2018-09-02,,,1.0,,,1.0,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,,,,1.0,1.0
2018-09-03,,,1.0,,,1.0,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,1.0,1.0
2018-09-04,,,1.0,,,1.0,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,1.0,1.0
2018-09-05,,,1.0,,,1.0,,,1.0,1.0,,,,,,1.0,1.0,,,,,1.0,,1.0,1.0
2018-09-06,,,1.0,,,1.0,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,1.0,,1.0,1.0
2018-09-07,1.0,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0
2018-09-08,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,,,1.0,,1.0,1.0
2018-09-09,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,,,1.0,,1.0,1.0
2018-09-10,1.0,,1.0,1.0,,,,,,1.0,,1.0,,,,,,,1.0,1.0,,,,1.0,1.0
2018-09-11,1.0,,1.0,1.0,,,,,,1.0,,1.0,,,,,,,1.0,1.0,,,,1.0,1.0
2018-09-12,1.0,,1.0,1.0,,,,,,1.0,,1.0,,,,,,,1.0,1.0,,,,1.0,1.0
2018-09-13,1.0,,1.0,1.0,,,,,,1.0,,1.0,,,,,,,1.0,1.0,,,,1.0,1.0
2018-09-14,,1.0,,1.0,,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,1.0,,,1.0,1.0
2018-09-15,,1.0,,1.0,,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,1.0,,,1.0,1.0
2018-09-16,,1.0,,1.0,,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,1.0,,,1.0,1.0
2018-09-17,,1.0,,1.0,,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,,1.0,
2018-09-18,,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,,1.0,
2018-09-19,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,,1.0,
2018-09-20,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,,1.0,
2018-09-21,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,1.0,1.0,1.0,,,1.0,
2018-09-22,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,,1.0,
2018-09-23,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,,1.0,
2018-09-24,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,,,1.0,
2018-09-25,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,,,1.0,
2018-09-26,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,,,1.0,
2018-09-27,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,1.0,
2018-09-28,,,1.0,1.0,,,1.0,,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,
2018-09-29,,,1.0,1.0,,,1.0,,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,1.0,
2018-09-30,,,1.0,1.0,,,1.0,,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,1.0,
2018-10-01,,,1.0,1.0,,,1.0,,,1.0,,,,,,1.0,1.0,,1.0,,,,,1.0,
2018-10-02,,,1.0,1.0,,,1.0,,,1.0,,,,,,1.0,1.0,,1.0,,,,,1.0,
2018-10-03,,,1.0,1.0,,,1.0,,,1.0,,,,,,1.0,1.0,,1.0,,,,,1.0,
2018-10-04,,,1.0,1.0,,,1.0,,,1.0,,,,,,1.0,1.0,,1.0,,,,,1.0,
2018-10-05,1.0,,1.0,1.0,,,1.0,,,1.0,,,,,,1.0,1.0,,1.0,,,,,1.0,
2018-10-06,1.0,,1.0,1.0,,,1.0,,,1.0,,,,,,1.0,1.0,,1.0,,,,,1.0,
2018-10-07,1.0,,1.0,1.0,,,1.0,,,1.0,,,,,,1.0,1.0,,1.0,,,,,1.0,
2018-10-08,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,
2018-10-09,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,
2018-10-10,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,
2018-10-11,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,1.0,
2018-10-12,,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,
2018-10-13,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0
2018-10-14,,1.0,1.0,,1.0,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0
2018-10-15,,1.0,1.0,,1.0,,,1.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,,,1.0,1.0
2018-10-16,,1.0,1.0,,1.0,,,1.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,,,1.0,1.0
2018-10-17,,1.0,,,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,,,1.0,1.0
2018-10-18,,1.0,,,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,,,,1.0,1.0
2018-10-19,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,,,,1.0,1.0
2018-10-20,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0
2018-10-21,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0
2018-10-22,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0
2018-10-23,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0
2018-10-24,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0
2018-10-25,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0
2018-10-26,,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0
2018-10-27,,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0
2018-10-28,,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0
2018-10-29,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,,,,1.0,1.0
2018-10-30,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,,,,1.0,1.0
2018-10-31,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,,,,1.0,1.0
2018-11-01,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,1.0,1.0
2018-11-02,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,,,,1.0,1.0
2018-11-03,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,,,,1.0,1.0
