"id","name","street","city","data","message","created_when","latitude","longitude"
"334","ÖAMTC","Schüttaustraße 9","Klosterneuburg","[""Sackerl mit viel Zeugs drinnen""]",,"2017-10-07 18:41:20","48.2956102","16.3417187"
"219","Gruber-Kopp - Berchtesgadnerhof","Agnesstraße 61","Klosterneuburg","[""2 Flaschen Wein""]",,"2017-10-08 22:09:31","48.2982882","16.3290965"
"221","Hitzel Heuriger","Haseldorfergasse 13","Klosterneuburg","[""2x Wein""]",,"2017-10-08 22:09:58","48.2977070","16.3267065"
"241","Zeiner Heuriger","Hauptstr. 32","Klosterneuburg-Weidling","[""3x Wein""]",,"2017-10-08 22:17:35","48.2886731","16.3056570"
"3296","Apotheke 'Zum heiligen Andreas'","Greifensteinerstraße 27","St. Andrä-Wördern","[""""]",,"2017-10-09 09:53:49","48.3234551","16.2102569"
"356","Tabaktrafik Gastinger","Hauptstraße 121","Kierling","[""Schweres sackerl""]",,"2017-10-09 11:27:27","48.3088999","16.2774663"
"325","GUTENTHALER Elektro","Hauptstr. 159","Klosterneuburg-Kierling","[""Turmventilator""]",,"2017-10-09 11:34:30","48.3087840","16.2716488"
"463","Dusella Installateur","Leopoldstraße 5","Klosterneuburg","[""""]",,"2017-10-10 09:52:46","48.3044532","16.3257480"
"2855","Frisusanne","Franz-Schubert-Gasse 23","St. Andrä-Wördern","[""Haarspray und Gutschein""]",,"2017-10-13 13:53:00","48.3298999","16.2124769"
"315","Eisen Eckl","Schömergasse 1","Klosterneuburg","[""3 Gelsengitter""]",,"2017-10-13 17:11:43","48.2975722","16.3335020"
"84","Stadt-Apotheke","Albrechtsstraße 39","Klosterneuburg","[""5 Beauty Produkte""]",,"2017-10-13 17:12:27","48.3088856","16.3205883"
"728","Fahrschule Leo","Stadtpl. 21","Klosterneuburg","[""Paket + Gutschein""]",,"2017-10-13 17:13:34","48.3100751","16.3249100"
"2056","Friedrich Bottesch KG","Stadtplatz 20","Klosterneuburg","[""5 oder 6 Elektroger\u00e4te""]",,"2017-10-13 17:15:23","48.3101096","16.3246809"
"239","Vitovec - Schelhammerhof","Hauptstraße 24","Kritzendorf","[""12 S\u00e4fte und 4 Weine""]",,"2017-10-13 17:16:05","48.3268672","16.3037729"
"250","Cafe zum Baumeister","Weidlingerstraße 9","Klosterneuburg","[""Gutscheine""]",,"2017-10-14 09:06:13","48.2962577","16.3325182"
"323","GALLER Hafner","Wiener Str. 102","Klosterneuburg","[""Sekt und Gutschein""]",,"2017-10-21 08:49:46","48.2975651","16.3335260"
"285","GOTTARDI am Stadtplatz","Stadtplatz 18","Klosterneuburg","[""geschenksackerl""]",,"2017-10-21 08:52:43","48.3100168","16.3242247"
"212","Aigner Johann/Weidlinger Krauthahn","Hauptstraße 42","Klosterneuburg-Weidling","[""2x3er karton""]",,"2017-10-23 22:58:35","48.2874039","16.3035339"
"241","Zeiner Heuriger","Hauptstr. 32","Klosterneuburg-Weidling","[""3x10\u20ac Gutschein""]",,"2017-10-23 22:59:35","48.2886731","16.3056570"
"235","Seher - Schulteis Heuriger","Buchbergasse 9","Klosterneuburg","[""6x Wein""]",,"2017-10-23 23:00:52","48.3024836","16.3230822"
"227","Nutz Heuriger ","Meynertgasse 38","Klosterneuburg","[""Ein doppelter""]",,"2017-10-23 23:01:35","48.3010504","16.3211687"
"3303","Hagenthaler Ölmanufaktur","Eduard-Klinger-Straße 3c","St. Andrä-Wördern","[""1 Flasche \u00d6l""]",,"2017-10-24 15:17:24","48.3324365","16.2036786"
"3235","Susanna Kittinger","Tullner Str. 30a","St. Andrä-Wördern","[""komische Uhr""]",,"2017-10-24 15:31:14","48.3231238","16.2010611"
"2920","GARTEN - CAFE Gastronomiebetriebs- gesellschaft mbH","Greifensteiner Str. 46","Wördern","[""1x Brunch Gutschein""]",,"2017-10-24 16:03:07","48.3244843","16.2128802"
"3309","Naschkatze","Lienfeldergasse 53","Wien","[""9x Riesenschaumrolle""]","wird am 3.11. geliefert","2017-10-24 16:30:30","48.2176411","16.3148037"
"175","Markgraf Wirtshaus","Kollersteig 6","Klosterneuburg","[""Gutschein f\u00fcr zwei 4 G\u00e4nge Men\u00fc""]",,"2017-10-24 17:29:40","48.2944373","16.3294682"
"3277","Quicktravel","Kreutzergasse 11","Klosterneuburg","[""Gutschein 30\u20ac""]",,"2017-10-24 17:30:11","48.3081844","16.3248782"
"297","Bennewitz Autohaus","Bachgasse 4","Klosterneuburg","[""Rucksack mit Kleinigkeiten""]",,"2017-10-24 17:34:37","48.3089215","16.3248506"
"179","Der Waldhof","Hauptstraße 132","Klosterneuburg/ Maria Gugging","[""2x40\u20ac Gutschein""]",,"2017-10-25 18:00:41","48.3176122","16.2376989"
"456","Lazerfun","Inkustraße  1-7","Klosterneuburg","[""2x 3er Spiel""]",,"2017-10-26 00:33:46","48.2917974","16.3415320"
"203","Sportcafe Happyland","In der Au","Klosterneuburg","[""4 Gutscheine""]",,"2017-10-26 06:45:42","48.3077235","16.3339877"
"171","Schuh- und Podologiezentrum Klosterneuburg","Ortnergasse 10","Klosterneuburg","[""10x 10\u20ac Gutschein""]",,"2017-10-27 16:45:57","48.3054186","16.3231484"
"903","Acetaia Pecoraro","Eisenhütte 36","Klosterneuburg","[""2x Essig""]",,"2017-10-27 16:46:26","48.3118330","16.2874566"
"97","Kaufmann Peter MR Dr.","Hauptstraße 102","Kritzendorf","[""Geschenkkorb + 4 Kisten Wein, Sekt, B\u00fccher""]",,"2017-10-27 16:48:19","48.3355494","16.2983311"
"3274","Trat-Wiesner Heuriger","Herthergasse 49","Klosterneuburg","[""6x Wein""]",,"2017-10-27 21:05:50","48.2926833","16.3095533"
"220","Heuriger Gruber","Agnesstraße 43","Klosterneuburg","[""3x2 Wein + Gutscheine""]",,"2017-10-27 21:07:15","48.2999574","16.3281106"
"233","Schmuckenschlager Heuriger","Agnesstr. 46","Klosterneuburg","[""6x Wein""]",,"2017-10-27 21:13:02","48.2992538","16.3274190"
"223","Karlsburger-Kreps - Flexleitenhof","Flexleitengasse 4-6","Kritzendorf","[""3x Wein""]",,"2017-10-27 22:11:06","48.3329599","16.2875523"
"205","Wüde Goaß Restaurant","Strandbadstr. 15","Klosterneuburg","[""16x5\u20ac and 4x10\u20ac""]",,"2017-10-30 17:35:20","48.3059498","16.3362849"
"514","BAWAG PSK Filiale/Post","Leopoldstraße  21","Klosterneuburg","[""Ramsch""]",,"2017-10-30 17:37:00","48.3028672","16.3276801"
"493","GLASER ROBERT Glaserei","Hauptstr. 143","Kierling","[""50\u20ac Gutschein""]",,"2017-10-31 00:27:15","48.3151092","16.2400850"
"875","Zwazl Foto","Leopoldstr. 6","Klosterneuburg","[""3x25\u20ac""]",,"2017-10-31 12:14:39","48.3044055","16.3252944"
"534","Friseur Hans","Hauptstr. 131","Kritzendorf","[""6 Flaschen""]",,"2017-10-31 12:15:08","48.3368613","16.2970293"
"255","Escorial Café","Stiftsplatz","Klosterneuburg","[""20\u20ac ""]",,"2017-10-31 12:15:28","48.3069202","16.3259761"
"287","Wolkenstein küche & wohnen","Wiener Straße 80","Klosterneuburg","[""2 Sackerl (Gl\u00e4sersets+ anderes)""]",,"2017-10-31 12:16:09","48.2993745","16.3327428"
"370","Zoo & Co.","Inkustr. 1-7","Klosterneuburg","[""6 Falschen + Teddy""]","Reklame auflegen","2017-10-31 12:16:41","48.2917974","16.3415320"
"499","Lackierzentrum Klosterneuburg","Aufeldgasse  68","Klosterneuburg","[""2x Pralinen + Gutschein""]",,"2017-10-31 12:17:04","48.2894649","16.3409918"
"3297","Hausers Feinkostladen","Josef-Karner-Platz 4","St. Andrä-Wördern","[""3x 5\u20ac Gutschein""]",,"2017-10-31 14:50:54","48.3306198","16.2124988"
"207","Heuriger Redinger","Agnesstraße 23","Klosterneuburg","[""Gutschein""]",,"2017-10-31 14:58:37","48.3012619","16.3271842"
"3302","ADEG Binder","Tullnerstraße 30a","St. Andrä-Wördern","[""2x Wein""]",,"2017-10-31 15:37:22","48.3231238","16.2010611"
"3326","Brauhaus Marchart","Greifensteiner Str. 92","St. Andrä-Wördern","[""2x Burgergutschein""]",,"2017-11-01 01:55:02","48.3270401","16.2169490"
"3006","Elektroinstallationen Neumaier Walter","Kirchenplatz 1","St. Andrä Wördern","[""2x Gutschein""]",,"2017-11-01 01:58:53","48.3211630","16.2074930"
"189","Babenberger Stuben","Inkustraße  6","Klosterneuburg","[""3x 5\u20ac""]",,"2017-11-01 13:16:51","48.2928083","16.3399210"
"2944","Franz Hascher","Haselbachstr. 39","Hintersdorf","[""Zierk\u00fcrbisse""]",,"2017-11-01 19:07:45","48.2998962","16.2327713"
"363","Textil Müller G.m.b.H.","Durchstichstraße 2","Kritzendorf","[""30% Rabatt auf Einkauf""]",,"2017-11-01 19:08:34","48.3348459","16.3002348"
"3306","Gasthof zum Braunen Bär","Hauptstraße 10","Greifenstein","[""50\u20ac Gutschein""]",,"2017-11-02 18:06:24","48.3463574","16.2423816"
