4225	2017-09-11 21:12:57	9	Liste 2017	3309	Naschkatze	Wien	1160	Lienfeldergasse 53	48,2176411	16,3148037
4242	2017-09-11 21:12:57	9	Liste 2017	2463	Berger Handelsgesellschaft m.b.H.	Klosterneuburg	3400	Stadtplatz 29	48,3092282	16,3240899
4273	2017-09-11 21:12:57	9	Liste 2017	844	Stars Fitness	Klosterneuburg	3400	Inkustraße 1-7	48,2917974	16,341532
4229	2017-09-11 21:12:57	9	Liste 2017	903	Acetaia Pecoraro	Klosterneuburg	3400	Eisenhütte 36	48,311833	16,2874566
