id	created_when	id	name	id	name	city	street	
4249	2017-09-11 21:12:57	9	Liste 2017	531	Forster Pia Friseur	Klosterneuburg	Hofkirchnergasse 11	
4250	2017-09-11 21:12:57	9	Liste 2017	3285	Frauensache	Klosterneuburg	Stadtplatz 39	
4251	2017-09-11 21:12:57	9	Liste 2017	193	Frey Restaurant	Klosterneuburg	Stadtplatz 14	
4252	2017-09-11 21:12:57	9	Liste 2017	383	GITTA LISKA fashion & tradition	Klosterneuburg	Niedermarkt 24	
4253	2017-09-11 21:12:57	9	Liste 2017	84	Stadt-Apotheke	Klosterneuburg	Albrechtsstraße 39	
4254	2017-09-11 21:12:57	9	Liste 2017	547	Waltraud Salon	Klosterneuburg	Albrechtstr. 30	
4255	2017-09-11 21:12:57	9	Liste 2017	348	Spielwaren Peter	Klosterneuburg	Stadtpl. 38	
4256	2017-09-11 21:12:57	9	Liste 2017	537	Haartempel	Klosterneuburg	Leopoldstraße 16a	
4257	2017-09-11 21:12:57	9	Liste 2017	247	Stehzeit Imbiss	Klosterneuburg	Leopoldstr. 12	
4258	2017-09-11 21:12:57	9	Liste 2017	3287	Atellier Herzsache	Klosterneuburg	Leopoldstrasse 3	
4259	2017-09-11 21:12:57	9	Liste 2017	313	Doggy Style Hundesalon	Klosterneuburg	Leopoldstr. 3	
4260	2017-09-11 21:12:57	9	Liste 2017	391	Spitzbart Gärtnerei	Klosterneuburg	Donaustraße 4	
4261	2017-09-11 21:12:57	9	Liste 2017	389	Sehwerkstatt	Klosterneuburg	Rathausplatz 2	
4262	2017-09-11 21:12:57	9	Liste 2017	83	Rathaus-Apotheke	Klosterneuburg	Rathausplatz 13	
4263	2017-09-11 21:12:57	9	Liste 2017	255	Escorial Café	Klosterneuburg	Stiftsplatz	
4264	2017-09-11 21:12:57	9	Liste 2017	286	Schönes & Rahmen	Klosterneuburg	Stadtplatz 25	
4265	2017-09-11 21:12:57	9	Liste 2017	297	Bennewitz Autohaus	Klosterneuburg	Bachgasse 4	
4266	2017-09-11 21:12:57	9	Liste 2017	399	Schittenkopf Blumen	Klosterneuburg	Rathauspl. 15	
4267	2017-09-11 21:12:57	9	Liste 2017	3283	Kinderladen	Klosterneuburg	Rathausplatz 8	
4268	2017-09-11 21:12:57	9	Liste 2017	895	MOSER HELGA	Klosterneuburg	Leopoldstr. 14	
4269	2017-09-11 21:12:57	9	Liste 2017	2742	Österreichische Post Aktiengesellschaft	Klosterneuburg	Leopoldstraße 21	
4270	2017-09-11 21:12:57	9	Liste 2017	237	Ubl - Schober Heuriger	Kritzendorf	Hauptstr. 191	
4271	2017-09-11 21:12:57	9	Liste 2017	3307	JUST - Leitern & Gerüste	Zeiselmauer	Bundesstraße B 14	
4272	2017-09-11 21:12:57	9	Liste 2017	283	Elektro Göttinger GmbH	Klosterneuburg	Stadtplatz  4	
4273	2017-09-11 21:12:57	9	Liste 2017	844	Stars Fitness	Klosterneuburg	Inkustraße 1-7	

